order_id,customer_id,product_id,quantity,order_date,total_price,status
99,829,15467,3,2024-11-04,1761,cancelled
100,179,29618,3,2025-08-05,684,cancelled
101,322,14420,2,2025-07-10,486,returned
102,875,11964,2,2025-06-18,1052,cancelled
103,76,13202,2,2025-05-15,1092,completed
104,175,22626,1,2025-02-01,561,cancelled
105,63,16788,3,2026-02-21,1530,completed
106,946,4733,3,2024-07-19,1548,cancelled
107,900,11589,3,2025-04-15,2028,returned
108,174,26952,3,2025-12-29,1350,returned
109,961,7280,3,2025-07-21,1995,returned
110,453,29664,1,2025-08-07,503,cancelled
111,864,29117,3,2025-09-23,834,returned
112,262,18612,1,2025-07-20,782,returned
113,988,23877,2,2025-01-23,1470,cancelled
114,487,3607,3,2024-05-23,1851,returned
115,226,769,1,2024-05-03,647,completed
116,322,16904,2,2025-05-21,448,returned
117,522,25041,1,2024-03-15,325,cancelled
118,576,13893,1,2025-05-05,442,completed
119,133,5409,2,2024-10-11,994,returned
120,507,23096,1,2025-03-12,713,completed
121,297,8851,3,2026-02-03,1164,returned
122,328,18430,1,2024-07-09,573,cancelled
123,3,1101,2,2025-07-17,1192,completed
124,451,6470,2,2025-02-07,1398,completed
125,95,4149,3,2026-01-12,2073,completed
126,925,26984,1,2025-01-25,214,cancelled
127,932,3968,1,2024-04-01,570,cancelled
128,67,14925,1,2025-10-04,484,returned
129,167,24709,2,2025-11-16,498,returned
130,262,3823,2,2025-07-31,1380,completed
131,949,12901,2,2024-12-17,1390,returned
132,962,20104,3,2024-10-09,780,cancelled
133,896,8555,1,2025-06-04,501,completed
134,757,713,1,2024-03-09,614,cancelled
135,625,6181,2,2025-08-26,1430,cancelled
136,848,15237,3,2025-11-22,1713,cancelled
137,940,24821,1,2025-04-05,773,cancelled
138,400,10479,3,2025-03-30,1428,completed
139,436,4745,2,2025-10-17,1222,cancelled
140,613,20748,2,2024-05-02,600,completed
141,49,21044,2,2025-12-26,1316,cancelled
142,280,21907,2,2024-12-07,1264,returned
143,958,803,3,2025-11-08,1188,completed
144,17,28966,3,2025-10-09,2250,returned
145,146,16626,2,2024-05-08,514,completed
146,81,16429,1,2025-11-29,289,cancelled
147,241,9560,2,2026-02-03,1052,completed
148,958,26835,2,2024-06-20,1086,cancelled
149,80,4072,3,2025-07-11,834,cancelled
150,723,27395,3,2024-04-01,693,returned
151,733,15272,1,2025-08-05,324,cancelled
152,120,7217,2,2025-07-25,630,cancelled
153,264,9783,2,2024-08-05,1264,returned
154,652,14093,1,2024-08-07,661,returned
155,318,28960,2,2024-05-20,422,returned
156,785,17943,1,2024-08-26,505,completed
157,180,4049,3,2025-09-06,1761,completed
158,365,27282,2,2024-11-26,472,returned
159,71,6866,3,2025-09-13,765,cancelled
160,151,22089,3,2024-07-27,1083,completed
161,823,8912,2,2025-12-30,1222,returned
162,107,642,3,2024-11-16,2166,completed
163,725,8593,1,2024-03-01,656,completed
164,574,19801,2,2024-04-03,1252,returned
165,816,21692,1,2025-10-26,696,completed
166,402,26000,1,2024-11-22,250,completed
167,901,1065,2,2025-09-01,998,cancelled
168,366,6356,3,2024-12-10,1923,returned
169,387,17425,2,2024-05-18,1034,returned
170,438,4349,1,2025-06-28,200,completed
171,619,20893,2,2025-12-30,1124,completed
172,315,8677,1,2026-01-25,550,completed
173,575,1890,2,2025-07-24,608,returned
174,330,22209,1,2024-11-16,632,cancelled
175,702,23017,2,2025-09-04,1122,completed
176,24,28366,2,2025-01-07,1176,completed
177,675,11590,1,2025-01-15,671,cancelled
178,53,20386,3,2024-07-11,1509,completed
179,334,1826,2,2025-01-22,482,completed
180,221,3677,1,2025-03-15,253,returned
181,603,24092,3,2025-03-10,1392,completed
182,700,21634,1,2025-04-23,768,completed
183,145,21879,3,2024-08-08,1242,returned
184,465,6204,2,2026-02-10,1070,returned
185,817,29054,3,2025-09-02,1386,completed
186,203,28040,3,2024-07-26,987,completed
187,26,27698,3,2025-01-16,1128,cancelled
188,522,23005,1,2024-12-09,720,cancelled
189,468,25319,2,2024-12-10,950,cancelled
190,482,14119,3,2026-01-15,1485,completed
191,118,10592,1,2024-06-02,667,cancelled
192,129,14608,2,2025-04-02,1238,completed
193,308,20520,1,2025-08-24,296,completed
194,241,20863,2,2025-09-10,1586,returned
195,424,26939,2,2025-08-08,1420,cancelled
196,261,27906,3,2025-02-01,2379,completed
197,797,421,2,2024-06-22,1422,cancelled
198,809,23217,1,2024-07-18,682,returned
199,821,3994,1,2024-05-02,689,returned
200,42,22843,2,2024-03-25,700,completed
201,999,16638,3,2024-10-22,1314,cancelled
202,510,1146,3,2024-11-06,1137,returned
203,926,26970,2,2025-02-05,1014,completed
204,391,11984,3,2024-12-30,1839,returned
205,571,17800,1,2024-10-24,300,completed
206,281,16314,1,2025-02-10,224,cancelled
207,792,26091,1,2025-06-16,644,returned
208,872,26626,3,2024-11-18,744,completed
209,836,16420,1,2025-04-17,260,completed
210,826,7664,3,2024-05-25,1881,cancelled
211,24,12546,1,2024-03-31,297,completed
212,362,6258,3,2025-02-22,2007,cancelled
213,625,15805,1,2025-12-27,631,returned
214,969,16928,3,2025-01-11,1686,cancelled
215,757,30265,1,2024-06-22,612,cancelled
216,159,5233,2,2025-04-08,1414,cancelled
217,634,26078,3,2024-12-24,846,cancelled
218,387,950,2,2025-03-29,818,completed
219,700,16716,2,2025-04-16,640,returned
220,152,8559,1,2024-10-03,775,cancelled
221,504,12298,2,2024-04-04,944,returned
222,59,11564,1,2025-06-25,600,returned
223,843,6125,2,2025-12-27,1384,completed
224,726,13302,3,2024-09-25,1119,cancelled
225,120,29021,3,2024-06-10,909,cancelled
226,159,13707,1,2024-12-13,407,returned
227,442,5829,1,2024-03-25,758,cancelled
228,182,20398,1,2025-05-01,457,cancelled
229,506,9479,2,2024-11-16,1340,completed
230,1,20108,1,2025-01-26,387,completed
231,1000,16285,2,2025-12-04,1386,returned
232,81,9714,1,2025-08-25,675,returned
233,917,27335,3,2026-01-11,2253,cancelled
234,412,14769,3,2024-10-15,723,cancelled
235,559,2241,2,2024-09-22,594,cancelled
236,184,16601,2,2025-07-31,1016,returned
237,26,875,2,2024-07-25,1198,cancelled
238,111,28559,2,2024-02-29,884,returned
239,674,7957,2,2025-09-09,1110,returned
240,517,29677,2,2024-08-03,788,cancelled
241,951,22942,1,2025-07-29,733,completed
242,99,8390,2,2024-11-01,878,completed
243,370,16413,3,2025-05-21,1419,returned
244,647,22835,1,2024-09-30,540,returned
245,42,25434,3,2024-09-08,1899,completed
246,737,9198,3,2025-02-09,1065,completed
247,138,18205,1,2025-06-22,674,returned
248,900,18935,1,2025-03-19,504,completed
249,280,21172,3,2025-04-24,1953,returned
250,233,25107,2,2025-06-02,1070,completed
251,559,5773,3,2024-11-10,813,returned
252,910,25667,3,2025-02-08,1284,cancelled
253,69,8899,2,2024-11-20,1136,returned
254,965,16937,3,2025-08-01,1962,returned
255,499,9175,2,2025-10-29,544,returned
256,111,12643,2,2024-10-12,1356,returned
257,948,19803,1,2024-07-10,721,completed
258,109,10753,1,2025-07-25,239,returned
259,757,5849,2,2025-05-03,1002,returned
260,632,25655,1,2024-06-22,207,cancelled
261,407,834,2,2025-02-13,1336,cancelled
262,361,27896,1,2026-01-12,283,cancelled
263,577,17767,2,2025-05-16,1182,returned
264,872,17812,2,2025-06-07,656,completed
265,583,2620,2,2025-03-01,754,completed
266,386,25890,2,2026-02-20,522,cancelled
267,260,29813,1,2024-05-09,470,completed
268,423,6295,2,2025-02-01,880,cancelled
269,384,10895,2,2025-01-31,1378,cancelled
270,575,498,2,2025-02-15,1578,returned
271,22,13165,2,2025-07-06,878,returned
272,301,26262,2,2024-11-14,448,completed
273,325,8359,3,2026-01-30,1536,returned
274,55,9754,1,2025-09-13,453,returned
275,921,10378,2,2024-10-25,1298,completed
276,31,9315,3,2024-09-30,2259,completed
277,401,25422,2,2024-07-04,1164,cancelled
278,632,11746,2,2025-12-06,832,completed
279,27,6677,2,2025-10-09,678,returned
280,133,4447,2,2025-11-11,1576,completed
281,168,7188,1,2024-11-01,783,returned
282,994,12607,3,2024-07-13,2382,completed
283,799,4317,2,2025-04-01,622,cancelled
284,78,21608,3,2025-09-01,1053,completed
285,534,13478,1,2025-10-02,220,returned
286,217,21566,2,2024-12-31,1324,completed
287,668,18296,1,2025-09-06,511,returned
288,103,11856,2,2024-10-19,1268,completed
289,12,25454,3,2025-05-13,2334,cancelled
290,233,8065,1,2024-06-08,481,returned
291,624,11694,3,2025-02-18,921,cancelled
292,271,3266,3,2024-04-29,1848,cancelled
293,298,8381,2,2025-12-15,1402,completed
294,823,16056,2,2024-12-06,1088,completed
295,316,26310,2,2025-02-23,576,completed
296,735,5687,1,2024-04-14,402,returned
297,845,4267,3,2024-05-17,2382,completed
298,213,462,1,2025-06-01,595,cancelled
299,314,20430,2,2025-04-25,456,completed
300,16,10049,3,2025-04-12,1437,completed
301,625,19744,1,2025-08-02,543,returned
302,713,14424,3,2026-01-26,1011,cancelled
303,627,26699,3,2025-12-17,1125,returned
304,956,23679,3,2025-06-28,2208,completed
305,875,9689,2,2025-11-24,770,completed
306,407,7660,2,2024-11-17,1198,returned
307,442,6032,2,2024-09-09,506,cancelled
308,316,2256,2,2025-11-19,984,cancelled
309,87,18331,2,2024-03-23,480,returned
310,757,1902,3,2024-09-16,1629,returned
311,167,9425,1,2025-04-13,603,cancelled
312,765,6434,2,2026-02-03,632,returned
313,813,5342,3,2024-08-01,1632,returned
314,539,20598,3,2025-03-13,1977,cancelled
315,838,1547,3,2024-06-08,2061,returned
316,985,1199,1,2025-01-25,274,returned
317,285,3733,2,2025-02-18,422,cancelled
318,333,27713,3,2026-01-03,651,returned
319,747,28345,1,2024-07-27,717,completed
320,677,6406,1,2024-04-25,483,cancelled
321,336,16046,3,2024-09-05,2028,returned
322,844,26861,2,2024-10-27,1580,returned
323,545,850,2,2025-12-01,1052,completed
324,536,10577,2,2025-12-10,1120,completed
325,886,27368,1,2025-10-25,663,cancelled
326,652,24204,3,2025-07-14,915,returned
327,523,4873,2,2025-05-23,1590,returned
328,772,24455,2,2025-07-02,968,completed
329,28,24222,1,2025-03-28,315,completed
330,186,28795,2,2025-08-10,474,cancelled
331,651,17956,1,2025-05-09,237,cancelled
332,526,1925,1,2024-11-12,328,cancelled
333,608,28511,1,2025-09-17,290,returned
334,113,13103,2,2025-08-29,996,returned
335,309,1227,1,2026-02-01,220,completed
336,736,30305,2,2024-12-12,440,cancelled
337,287,2008,3,2024-06-04,1794,completed
338,184,11297,2,2024-08-25,1046,returned
339,53,8888,1,2026-02-07,497,cancelled
340,542,3702,1,2025-08-05,322,cancelled
341,394,12410,1,2025-05-17,422,returned
342,301,24197,2,2025-12-02,478,returned
343,606,16726,1,2025-09-19,220,returned
344,830,24301,2,2024-03-15,548,completed
345,490,6829,1,2024-08-25,560,completed
346,864,13751,3,2024-08-08,2223,returned
347,335,27976,3,2026-01-15,1998,cancelled
348,723,19313,2,2025-02-04,896,cancelled
349,82,16444,1,2026-01-15,513,returned
350,772,1661,3,2025-09-27,2100,completed
351,66,10620,1,2025-09-14,684,returned
352,154,10054,1,2024-09-21,617,cancelled
353,852,18426,1,2026-02-04,507,cancelled
354,788,87,3,2025-10-12,2376,returned
355,274,7509,2,2025-01-04,1028,returned
356,313,20607,3,2025-10-09,2037,completed
357,619,20818,2,2026-01-15,638,cancelled
358,582,9103,1,2025-12-07,716,returned
359,730,3237,3,2024-07-22,1890,returned
360,30,28016,1,2025-12-26,774,completed
361,833,21259,1,2024-08-03,603,cancelled
362,604,8189,2,2025-12-19,1474,returned
363,595,25120,3,2025-03-10,1809,cancelled
364,625,19234,3,2025-01-09,1554,completed
365,546,27935,1,2025-07-17,596,cancelled
366,438,13137,3,2026-01-20,600,cancelled
367,23,3603,2,2024-07-11,836,completed
368,111,11989,2,2025-12-12,438,returned
369,64,28117,2,2024-07-29,1582,returned
370,557,21092,2,2025-11-08,938,returned
371,975,792,3,2024-12-27,870,cancelled
372,117,2978,2,2024-04-23,1158,returned
373,750,507,3,2026-01-01,2160,cancelled
374,3,9139,1,2025-12-27,585,returned
375,578,8405,3,2025-02-08,669,completed
376,470,9040,3,2025-07-02,2007,cancelled
377,313,28042,1,2025-02-01,625,completed
378,993,25765,2,2025-10-24,1542,cancelled
379,665,24361,2,2026-01-07,474,completed
380,63,16006,1,2024-08-25,728,cancelled
381,596,15301,3,2024-03-07,1518,cancelled
382,471,26529,2,2024-03-19,1562,returned
383,98,21384,1,2026-02-08,591,cancelled
384,978,24897,3,2024-06-02,2307,cancelled
385,366,10354,2,2024-09-03,872,returned
386,880,9606,3,2025-03-29,840,returned
387,100,23388,2,2025-07-22,418,cancelled
388,965,7042,3,2025-03-13,831,cancelled
389,268,18666,3,2025-09-17,1569,completed
390,635,1146,1,2025-10-20,417,returned
391,939,12263,1,2024-12-06,231,returned
392,954,10373,1,2025-10-26,344,returned
393,924,26786,2,2025-04-10,1472,returned
394,630,13143,3,2024-10-31,1938,cancelled
395,687,26759,3,2025-08-23,1032,cancelled
396,602,13426,3,2025-04-09,1833,cancelled
397,950,13175,3,2024-12-23,2157,completed
398,773,8055,1,2026-01-14,615,returned
399,997,22509,3,2026-01-09,675,cancelled
400,890,12326,1,2024-03-16,659,cancelled
401,512,17180,1,2024-05-06,484,cancelled
402,291,200,1,2024-11-05,612,completed
403,576,19155,3,2025-09-26,783,completed
404,440,5272,1,2025-12-10,347,returned
405,642,6919,2,2024-05-24,836,cancelled
406,470,11833,3,2025-04-04,2037,completed
407,436,10052,1,2024-03-20,432,returned
408,146,22416,1,2024-04-19,336,cancelled
409,607,26161,3,2025-07-02,1479,returned
410,622,1527,3,2025-10-25,1059,cancelled
411,823,21589,1,2025-03-04,613,cancelled
412,480,21329,1,2024-11-18,571,returned
413,611,12203,1,2024-03-14,362,returned
414,533,11237,3,2024-06-06,1782,completed
415,931,21279,3,2024-07-20,1620,completed
416,798,17736,1,2025-08-20,430,completed
417,402,15047,2,2024-07-07,874,completed
418,887,13549,1,2024-09-22,263,returned
419,833,28388,2,2025-01-20,1176,completed
420,740,5963,2,2025-05-30,1472,returned
421,740,11307,3,2026-01-13,2139,cancelled
422,817,27804,3,2025-04-28,2022,returned
423,822,30689,1,2024-03-26,295,returned
424,540,27605,1,2024-11-01,408,cancelled
425,794,16165,1,2025-12-31,382,cancelled
426,691,25300,3,2026-01-25,1686,returned
427,633,26408,2,2024-10-24,1472,returned
428,288,7147,2,2025-09-29,864,completed
429,815,19319,2,2024-03-21,1378,completed
430,873,5944,1,2024-05-20,525,completed
431,339,10489,3,2024-06-18,2019,cancelled
432,288,26066,3,2024-10-13,1314,cancelled
433,858,3366,2,2025-01-09,1258,cancelled
434,997,5509,2,2024-11-16,1012,cancelled
435,727,13299,2,2024-06-06,1398,returned
436,881,6067,3,2024-03-16,1029,returned
437,343,14404,2,2025-11-25,906,cancelled
438,489,5850,1,2024-04-12,761,returned
439,58,15960,1,2024-07-23,265,completed
440,284,28688,3,2025-12-07,1287,returned
441,629,3037,3,2024-04-16,2247,completed
442,674,1045,3,2025-07-24,2382,cancelled
443,366,20576,2,2025-10-06,612,completed
444,458,369,2,2024-09-02,894,returned
445,315,2460,1,2024-03-28,318,returned
446,413,13583,2,2025-03-27,542,returned
447,80,28043,3,2025-09-29,1362,returned
448,315,23551,1,2025-09-11,696,returned
449,10,24242,3,2025-03-25,651,returned
450,710,28201,1,2026-01-15,660,returned
451,707,25482,1,2025-05-02,440,completed
452,448,2597,2,2024-07-14,930,returned
453,358,2740,2,2025-07-01,502,returned
454,936,22478,3,2025-02-20,1911,returned
455,462,7773,3,2024-08-27,1341,completed
456,959,14764,1,2025-05-11,516,returned
457,764,3032,1,2024-06-03,654,cancelled
458,674,25851,2,2024-06-06,1080,cancelled
459,143,20076,3,2025-06-28,1074,returned
460,885,5392,2,2024-07-15,1584,returned
461,73,20423,3,2024-07-01,1992,completed
462,119,18123,3,2025-07-09,2103,completed
463,406,6826,1,2024-08-22,617,returned
464,477,22826,3,2025-06-03,1275,completed
465,992,4058,3,2024-08-03,2124,cancelled
466,454,14360,2,2025-05-16,1004,cancelled
467,290,7463,2,2025-06-30,652,returned
468,643,22984,1,2025-04-05,720,cancelled
469,672,3154,1,2025-04-20,415,completed
470,229,4151,3,2026-01-01,1020,cancelled
471,991,29123,3,2025-04-18,1626,cancelled
472,955,589,1,2025-12-21,586,completed
473,68,22962,1,2024-05-14,532,cancelled
474,131,6131,3,2024-09-23,1905,cancelled
475,515,27558,2,2024-08-19,1026,completed
476,408,6655,2,2025-02-03,1180,cancelled
477,559,6277,1,2025-05-21,421,completed
478,812,11510,3,2024-12-10,1818,cancelled
479,412,25222,3,2025-03-07,1212,cancelled
480,700,3168,3,2024-05-10,1278,returned
481,511,25394,2,2024-04-29,756,completed
482,941,28129,1,2024-04-22,282,returned
483,139,1205,3,2024-04-12,1551,returned
484,205,7931,3,2025-11-27,600,returned
485,39,5035,3,2025-02-01,690,cancelled
486,123,21680,3,2024-12-05,1104,cancelled
487,917,7820,3,2025-11-08,1617,cancelled
488,752,132,1,2025-07-29,586,cancelled
489,811,3226,1,2024-04-26,525,cancelled
490,447,22614,2,2025-11-16,570,completed
491,218,27337,3,2025-07-01,1494,completed
492,464,2446,1,2024-12-10,393,completed
493,137,22206,3,2025-03-06,1464,cancelled
494,723,25416,2,2025-05-27,782,completed
495,191,7529,1,2025-11-06,245,cancelled
496,638,14643,1,2025-12-06,324,returned
497,212,22488,3,2025-05-23,2304,completed
498,762,26603,1,2024-10-25,475,completed
499,853,23362,3,2025-05-21,1836,cancelled
500,80,12533,3,2025-03-10,717,returned
501,264,23327,1,2024-08-29,416,cancelled
502,816,1814,1,2024-03-12,349,cancelled
503,470,13410,2,2025-12-17,1296,completed
504,35,28885,2,2024-07-08,1522,completed
505,242,13736,1,2025-01-19,451,returned
506,171,21839,1,2025-10-01,783,completed
507,712,16623,1,2024-06-23,631,cancelled
508,470,18669,1,2026-02-16,334,cancelled
509,22,3416,1,2026-02-12,674,completed
510,138,18423,3,2025-04-21,855,cancelled
511,119,25648,3,2024-06-14,744,cancelled
512,895,16667,1,2024-06-22,587,cancelled
513,703,13798,2,2025-06-12,442,returned
514,531,14641,1,2025-11-13,345,returned
515,175,1583,2,2025-06-19,706,returned
516,27,13494,3,2025-08-15,1908,completed
517,328,25481,1,2026-01-16,467,completed
518,281,24274,2,2025-05-28,416,cancelled
519,76,18116,3,2025-06-05,1008,cancelled
520,730,2491,2,2025-03-22,1394,completed
521,501,4044,2,2024-03-24,530,cancelled
522,126,18473,3,2025-06-27,1059,cancelled
523,978,1741,2,2026-01-27,1140,returned
524,727,5711,2,2024-03-11,810,returned
525,192,3018,1,2025-12-14,473,returned
526,821,4364,3,2024-09-28,1443,returned
527,240,24653,2,2025-07-30,1522,completed
528,828,13818,2,2024-08-28,730,completed
529,535,3658,3,2025-10-05,996,cancelled
530,513,5792,1,2025-09-29,284,cancelled
531,751,298,2,2025-09-07,1596,cancelled
532,816,5250,2,2025-01-16,1292,returned
533,65,2899,1,2024-06-10,387,cancelled
534,215,6701,3,2025-03-31,1383,returned
535,88,11586,3,2024-08-23,1356,completed
536,231,19262,1,2025-04-25,691,completed
537,534,9809,3,2024-06-06,2013,completed
538,726,21117,3,2025-06-30,1581,completed
539,931,15105,2,2025-09-29,714,completed
540,156,23904,3,2025-09-30,1053,returned
541,489,26803,1,2025-07-02,620,returned
542,872,18767,1,2025-05-15,318,completed
543,107,23325,2,2024-12-24,1248,returned
544,542,8147,2,2025-09-05,588,returned
545,486,22206,2,2024-06-20,628,returned
546,762,11475,2,2024-02-26,954,cancelled
547,495,7189,1,2025-11-19,765,completed
548,340,15478,2,2025-12-18,468,completed
549,432,17608,2,2024-07-28,456,completed
550,871,21024,3,2024-08-15,2046,returned
551,504,28880,1,2025-02-11,366,returned
552,743,17687,3,2024-09-21,669,completed
553,957,1785,1,2025-06-24,496,completed
554,970,8212,3,2024-09-25,1581,completed
555,854,21854,2,2024-06-07,1076,completed
556,844,10180,1,2025-09-12,748,cancelled
557,57,26263,1,2024-03-29,263,returned
558,675,3729,1,2025-03-21,535,completed
559,40,11500,3,2025-11-12,939,completed
560,137,25757,3,2024-03-04,1047,cancelled
561,73,10511,2,2025-09-13,476,completed
562,165,22708,3,2024-03-20,2127,cancelled
563,4,14514,2,2025-08-17,614,returned
564,106,12859,2,2025-01-09,1356,returned
565,749,14592,2,2024-10-03,1282,completed
566,805,21519,1,2025-02-09,348,completed
567,186,3220,2,2025-11-12,1514,completed
568,11,21948,3,2024-06-02,1074,completed
569,731,18908,3,2025-07-29,1767,completed
570,463,8315,1,2025-04-27,365,completed
571,655,11048,1,2025-08-19,667,completed
572,857,9566,2,2025-01-31,1200,completed
573,267,14571,2,2025-09-13,1442,completed
574,904,23333,3,2025-09-17,1449,returned
575,736,27690,3,2024-03-12,1341,returned
576,190,19935,1,2025-01-07,509,completed
577,563,28997,1,2024-03-03,489,returned
578,419,19080,1,2025-02-01,280,returned
579,340,827,1,2025-11-09,357,returned
580,420,27896,1,2024-03-26,427,returned
581,954,28872,2,2024-05-04,1356,returned
582,901,6569,1,2025-03-10,759,completed
583,522,22280,2,2024-10-26,694,returned
584,677,3242,2,2025-08-22,662,cancelled
585,441,248,3,2025-02-23,2373,returned
586,57,23555,2,2025-08-31,752,completed
587,975,21412,1,2024-08-18,670,returned
588,227,6275,3,2024-05-29,1737,returned
589,208,22545,2,2025-09-24,910,returned
590,11,9412,3,2024-08-11,2067,returned
591,913,20167,2,2024-06-06,582,cancelled
592,504,16437,2,2025-11-28,1598,returned
593,82,24527,3,2025-07-06,1014,cancelled
594,614,23912,3,2024-03-19,1704,returned
595,490,28092,2,2024-11-10,652,returned
596,28,111,3,2025-12-12,1806,returned
597,260,6192,1,2024-04-23,399,returned
598,825,29538,3,2024-05-08,1287,cancelled
599,713,28295,1,2024-04-29,757,returned
600,846,17271,3,2025-10-02,606,cancelled
601,967,30662,3,2025-09-02,684,returned
602,55,24619,2,2024-12-25,454,cancelled
603,227,2822,1,2025-09-17,770,returned
604,529,11282,1,2024-08-11,587,completed
605,418,11419,2,2025-01-11,520,completed
606,905,18728,2,2025-03-11,1172,returned
607,422,21221,2,2025-05-23,498,returned
608,566,16717,2,2024-07-26,1250,cancelled
609,242,13133,3,2024-03-04,1923,completed
610,73,17047,1,2025-10-22,346,cancelled
611,921,2794,2,2025-09-17,668,cancelled
612,884,17642,1,2025-06-27,736,cancelled
613,251,5208,2,2025-06-24,1320,cancelled
614,432,11004,1,2025-02-05,357,returned
615,380,28722,1,2025-02-08,343,cancelled
616,363,8967,3,2025-06-16,1044,cancelled
617,906,27382,2,2024-05-31,1058,returned
618,536,18275,3,2025-04-05,669,completed
619,972,13432,2,2024-10-18,576,cancelled
620,394,1517,2,2024-09-24,512,cancelled
621,985,25105,3,2025-05-26,1263,cancelled
622,353,25608,3,2025-06-04,825,returned
623,118,11864,2,2024-03-20,434,cancelled
624,283,966,3,2024-09-25,1221,cancelled
625,313,21273,1,2025-02-06,491,returned
626,857,17736,1,2025-08-03,519,cancelled
627,447,3376,2,2024-12-15,916,cancelled
628,715,25062,3,2024-05-03,759,returned
629,200,703,3,2024-04-19,900,cancelled
630,934,11945,2,2025-11-28,884,completed
631,723,2652,3,2026-01-04,1926,returned
632,222,18613,2,2024-03-15,1370,completed
