event_id,customer_id,product_id,event_type,timestamp,device,location
337,759,11207,remove_from_cart,2024-04-28 17:22:46,mobile,South Michael
338,578,12443,purchase,2024-10-20 22:58:27,desktop,Katieberg
339,65,5339,add_to_cart,2024-08-12 17:46:56,desktop,Rebeccahaven
340,389,6364,wishlist,2025-08-09 11:15:34,tablet,Edwardsview
341,914,4219,view_product,2025-10-31 19:38:40,desktop,New Rebeccaberg
342,193,8825,wishlist,2024-09-16 18:20:40,tablet,Daltonfurt
343,869,10621,purchase,2024-08-02 06:07:20,tablet,Port Rebeccafurt
344,849,19986,wishlist,2025-01-04 04:31:38,tablet,West Rebeccafurt
345,903,17530,view_product,2024-03-05 15:54:24,desktop,South Denise
346,462,13159,wishlist,2024-05-04 19:09:37,tablet,Port Christopherview
347,143,8612,view_product,2025-04-18 03:23:39,tablet,Erikaport
348,641,22329,wishlist,2024-12-25 18:22:09,desktop,Meaganshire
349,686,6992,purchase,2024-12-28 23:50:00,tablet,Bellshire
350,155,5648,review,2025-09-21 05:04:28,mobile,Perryberg
351,141,19334,wishlist,2025-05-13 01:03:36,desktop,South Erinville
352,267,3212,purchase,2025-02-09 07:15:00,mobile,Shawnberg
353,143,18793,purchase,2025-11-09 01:21:20,mobile,Jeremyton
354,387,7248,review,2025-04-26 14:52:16,tablet,Beckytown
355,163,10205,remove_from_cart,2025-08-10 09:59:38,mobile,Port Angelaside
356,457,28095,review,2025-11-05 05:05:52,tablet,North Bobby
357,374,18464,review,2024-12-22 02:33:52,desktop,Steelehaven
358,67,30480,review,2025-02-09 17:10:42,mobile,South Ryan
359,381,6408,review,2024-06-08 09:46:28,desktop,New Jodi
360,580,16887,add_to_cart,2026-01-27 02:00:13,mobile,Ericview
361,997,19384,wishlist,2026-02-17 03:13:07,tablet,Frankside
362,229,24364,view_product,2024-07-23 08:08:47,desktop,North Melissa
363,358,9088,review,2025-02-09 20:08:42,mobile,West Jill
364,446,27185,wishlist,2024-12-08 12:59:20,desktop,Edgarton
365,594,11295,remove_from_cart,2024-08-23 03:15:27,desktop,Sarastad
366,120,30260,add_to_cart,2024-12-22 13:17:49,tablet,Fergusonland
367,730,29976,wishlist,2024-09-17 19:04:34,tablet,East Daleside
368,387,16734,review,2025-09-11 07:40:23,desktop,East Alanberg
369,722,14437,review,2024-07-03 03:40:07,tablet,Kevinmouth
370,817,9740,remove_from_cart,2024-07-01 11:14:01,mobile,Nancyland
371,428,16138,add_to_cart,2025-05-16 17:21:12,desktop,Hillside
372,220,1479,purchase,2025-08-09 23:59:01,mobile,East Nicole
373,753,16591,purchase,2025-09-30 19:49:52,tablet,North Max
374,211,21148,purchase,2024-07-28 01:02:57,mobile,Lake Samantha
375,697,15135,add_to_cart,2025-06-28 17:57:32,desktop,West Christine
376,828,3378,view_product,2025-11-16 00:58:10,mobile,East Natalie
377,631,4439,purchase,2024-12-13 14:14:59,desktop,Bauerland
378,37,18465,view_product,2025-08-03 07:48:06,tablet,North Tiffany
379,299,30345,purchase,2025-10-22 18:26:57,desktop,South Jameshaven
380,948,21614,wishlist,2024-02-28 18:05:34,desktop,Harrisview
381,378,22103,review,2026-02-25 19:08:29,desktop,New Shannonmouth
382,521,5715,view_product,2024-04-05 06:18:38,tablet,East Vanessamouth
383,176,6794,view_product,2025-07-13 11:26:23,mobile,Williamville
384,270,9892,wishlist,2025-03-11 04:56:56,mobile,Davidview
385,67,7143,add_to_cart,2024-08-10 14:13:04,desktop,South Deanhaven
386,999,5329,view_product,2025-08-27 22:29:57,desktop,North Candace
387,764,20489,review,2024-02-29 15:45:52,desktop,Tannerfurt
388,29,26472,view_product,2024-10-20 02:16:03,tablet,Anthonyport
389,810,28784,add_to_cart,2025-04-12 14:40:29,desktop,East Amandaborough
390,569,11972,wishlist,2025-10-17 22:12:59,tablet,Thomasstad
391,297,29258,review,2024-04-03 05:10:37,mobile,Susanmouth
